問い合わせID,受付日時,初回応答日時,解決日時,チャネル,製品,カテゴリ,中分類,問い合わせ種別,優先度番号,優先度,顧客区分,ステータス番号,ステータス,フェーズ番号,フェーズ,エスカレ有無,再オープン有無,対応チーム,担当者,満足度,件名,自由記述
INQ-202505-00337,2025-05-29 09:02,2025-05-29 11:10,2025-05-29 22:10,電話,スマート勤怠,仕様確認,対応環境,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,4,APIの有無について,急ぎで確認したい
INQ-202505-00338,2025-05-07 10:18,2025-05-07 11:33,2025-05-09 15:33,電話,クラウド経費,使い方,権限設定,質問,2,中,中小,5,クローズ,5,完了,0,1,技術サポート,伊藤,3,権限設定について,急ぎで確認したい
INQ-202505-00339,2025-05-23 14:55,2025-05-23 15:41,2025-05-25 10:41,メール,スマート勤怠,仕様確認,対応環境,質問,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,5,APIの有無について,急ぎで確認したい
INQ-202505-00340,2025-05-29 09:24,2025-05-29 11:31,2025-06-01 09:31,メール,クラウド経費,不具合,表示崩れ,クレーム,2,中,中小,5,クローズ,5,完了,0,1,技術サポート,高橋,2,データが保存されない,何度も同じ案内をされた
INQ-202505-00341,2025-05-07 15:48,2025-05-07 19:53,2025-05-10 16:53,電話,スマート勤怠,使い方,データ移行,質問,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,CSVの取込手順が不明,急ぎで確認したい
INQ-202505-00342,2025-05-20 12:43,2025-05-20 13:27,2025-05-21 03:27,Web,クラウド経費,要望,機能追加,質問,1,高,個人事業主,4,解決,4,解決,0,0,一次窓口,田中,2,エクスポート機能がほしい,急ぎで確認したい
INQ-202505-00343,2025-05-05 16:33,2025-05-06 00:04,2025-05-07 06:04,Web,スマート勤怠,不具合,表示崩れ,質問,3,低,中小,4,解決,4,解決,0,0,一次窓口,田中,5,データが保存されない,急ぎで確認したい
INQ-202505-00344,2025-05-21 15:20,2025-05-21 18:35,2025-05-23 07:35,メール,クラウド経費,不具合,動作が遅い,質問,3,低,中小,4,解決,4,解決,0,0,一次窓口,佐藤,5,画面が真っ白になる,丁寧に教えてほしい
INQ-202505-00345,2025-05-20 17:45,2025-05-20 19:24,2025-05-21 22:24,メール,スマート勤怠,使い方,操作方法,質問,3,低,大企業,4,解決,4,解決,0,0,技術サポート,伊藤,4,CSVの取込手順が不明,急ぎで確認したい
INQ-202506-00346,2025-06-05 12:34,2025-06-05 18:57,2025-06-08 16:57,Web,スマート勤怠,使い方,初期設定,質問,1,高,中小,4,解決,4,解決,0,0,一次窓口,佐藤,5,権限設定について,急ぎで確認したい
INQ-202506-00347,2025-06-16 17:48,2025-06-16 20:30,2025-06-17 00:30,Web,クラウド経費,使い方,データ移行,質問,2,中,大企業,5,クローズ,5,完了,0,1,一次窓口,鈴木,4,CSVの取込手順が不明,急ぎで確認したい
INQ-202506-00348,2025-06-03 12:38,2025-06-03 16:04,2025-06-04 17:04,メール,クラウド経費,使い方,権限設定,質問,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,4,権限設定について,丁寧に教えてほしい
INQ-202506-00349,2025-06-30 15:25,2025-06-30 21:42,2025-07-03 06:42,電話,クラウド経費,不具合,保存エラー,質問,2,中,中小,4,解決,4,解決,0,0,一次窓口,鈴木,5,ログインできない,マニュアルの場所を知りたい
INQ-202506-00350,2025-06-24 17:08,2025-06-24 17:58,2025-06-24 18:58,チャット,クラウド経費,使い方,権限設定,質問,3,低,個人事業主,5,クローズ,5,完了,0,1,一次窓口,鈴木,4,CSVの取込手順が不明,丁寧に教えてほしい
INQ-202506-00351,2025-06-18 13:36,2025-06-18 18:27,2025-06-21 06:27,チャット,スマート勤怠,使い方,データ移行,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,3,初期設定の方法を知りたい,急ぎで確認したい
INQ-202506-00352,2025-06-10 18:53,2025-06-10 23:10,2025-06-11 08:10,メール,スマート勤怠,仕様確認,API・連携,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,4,同時接続数の上限は,マニュアルの場所を知りたい
INQ-202506-00353,2025-06-09 14:30,2025-06-09 15:58,2025-06-09 22:58,Web,クラウド経費,不具合,ログイン不可,要望,1,高,大企業,4,解決,4,解決,0,1,一次窓口,鈴木,3,画面が真っ白になる,次期アップデートに期待
INQ-202506-00354,2025-06-10 11:40,2025-06-10 17:35,2025-06-12 08:35,Web,スマート勤怠,仕様確認,上限・制限,要望,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,3,同時接続数の上限は,次期アップデートに期待
INQ-202506-00355,2025-06-18 14:52,2025-06-18 16:33,2025-06-21 16:33,電話,スマート勤怠,使い方,データ移行,質問,1,高,個人事業主,4,解決,4,解決,0,1,一次窓口,鈴木,4,権限設定について,マニュアルの場所を知りたい
INQ-202506-00356,2025-06-23 14:48,2025-06-23 18:39,2025-06-26 13:39,チャット,スマート勤怠,要望,機能追加,要望,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,佐藤,5,通知の細分化,他社にはある機能
INQ-202506-00357,2025-06-24 16:14,2025-06-24 22:55,2025-06-27 12:55,電話,クラウド経費,仕様確認,API・連携,質問,1,高,大企業,4,解決,4,解決,0,0,技術サポート,高橋,5,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202506-00358,2025-06-26 15:37,2025-06-26 23:23,2025-06-28 01:23,電話,スマート勤怠,使い方,初期設定,質問,1,高,大企業,4,解決,4,解決,0,0,一次窓口,鈴木,3,初期設定の方法を知りたい,丁寧に教えてほしい
INQ-202506-00359,2025-06-24 17:37,2025-06-24 20:06,2025-06-25 18:06,メール,スマート勤怠,不具合,表示崩れ,質問,3,低,大企業,5,クローズ,5,完了,0,1,技術サポート,高橋,5,ログインできない,丁寧に教えてほしい
INQ-202506-00360,2025-06-30 13:45,2025-06-30 20:19,2025-07-02 13:19,メール,クラウド経費,使い方,初期設定,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,2,初期設定の方法を知りたい,急ぎで確認したい
INQ-202506-00361,2025-06-25 12:18,2025-06-25 15:51,2025-06-27 05:51,メール,スマート勤怠,使い方,初期設定,質問,3,低,中小,4,解決,4,解決,0,0,技術サポート,伊藤,5,初期設定の方法を知りたい,急ぎで確認したい
INQ-202506-00362,2025-06-12 11:43,2025-06-12 13:29,2025-06-14 09:29,メール,スマート勤怠,不具合,ログイン不可,質問,2,中,中小,4,解決,4,解決,1,0,品質保証,渡辺,3,ログインできない,急ぎで確認したい
INQ-202506-00363,2025-06-24 13:48,2025-06-24 17:45,2025-06-25 07:45,チャット,クラウド経費,使い方,データ移行,質問,3,低,中小,4,解決,4,解決,0,0,品質保証,渡辺,2,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202506-00364,2025-06-05 09:47,2025-06-05 15:30,2025-06-08 10:30,電話,スマート勤怠,仕様確認,上限・制限,質問,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,5,対応ブラウザを確認したい,急ぎで確認したい
INQ-202506-00365,2025-06-16 13:16,2025-06-16 20:37,2025-06-18 21:37,メール,クラウド経費,不具合,ログイン不可,障害報告,2,中,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,4,データが保存されない,至急復旧してほしい
INQ-202506-00366,2025-06-23 10:27,2025-06-23 17:49,2025-06-24 14:49,電話,クラウド経費,不具合,ログイン不可,クレーム,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,画面が真っ白になる,何度も同じ案内をされた
INQ-202506-00367,2025-06-12 15:18,2025-06-12 19:02,2025-06-14 16:02,メール,スマート勤怠,使い方,権限設定,質問,1,高,中小,5,クローズ,5,完了,0,0,品質保証,渡辺,5,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202507-00368,2025-07-08 11:41,2025-07-08 16:36,2025-07-11 10:36,メール,スマート勤怠,仕様確認,API・連携,質問,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,5,APIの有無について,急ぎで確認したい
INQ-202507-00369,2025-07-01 18:24,2025-07-01 23:43,2025-07-03 14:43,メール,スマート勤怠,使い方,データ移行,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,3,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202507-00370,2025-07-28 18:04,2025-07-28 23:05,2025-07-29 12:05,チャット,スマート勤怠,使い方,初期設定,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,4,権限設定について,マニュアルの場所を知りたい
INQ-202507-00371,2025-07-16 12:22,2025-07-16 18:10,2025-07-19 17:10,チャット,クラウド経費,使い方,権限設定,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,2,権限設定について,マニュアルの場所を知りたい
INQ-202507-00372,2025-07-28 11:31,2025-07-28 17:48,2025-07-29 01:48,電話,クラウド経費,仕様確認,セキュリティ,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202507-00373,2025-07-24 15:19,2025-07-24 20:31,2025-07-26 03:31,チャット,スマート勤怠,要望,機能追加,クレーム,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,田中,4,エクスポート機能がほしい,対応が遅い
INQ-202507-00374,2025-07-08 16:19,2025-07-08 17:54,2025-07-08 23:54,メール,クラウド経費,不具合,ログイン不可,質問,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,ログインできない,急ぎで確認したい
INQ-202507-00375,2025-07-10 16:57,2025-07-10 18:03,2025-07-13 13:03,Web,クラウド経費,仕様確認,対応環境,質問,3,低,個人事業主,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,APIの有無について,急ぎで確認したい
INQ-202507-00376,2025-07-16 16:15,2025-07-16 18:40,2025-07-19 03:40,メール,クラウド経費,使い方,データ移行,要望,3,低,中小,4,解決,4,解決,0,1,一次窓口,田中,4,初期設定の方法を知りたい,他社にはある機能
INQ-202507-00377,2025-07-18 12:07,2025-07-18 19:55,2025-07-19 00:55,メール,スマート勤怠,仕様確認,API・連携,要望,2,中,個人事業主,4,解決,4,解決,0,0,技術サポート,伊藤,5,対応ブラウザを確認したい,業務効率化のため必要
INQ-202507-00378,2025-07-30 16:15,2025-07-31 00:05,2025-08-02 03:05,電話,スマート勤怠,仕様確認,API・連携,障害報告,2,中,中小,5,クローズ,5,完了,1,0,一次窓口,佐藤,5,対応ブラウザを確認したい,至急復旧してほしい
INQ-202507-00379,2025-07-07 16:10,2025-07-07 19:46,2025-07-09 14:46,Web,クラウド経費,要望,通知改善,質問,3,低,大企業,5,クローズ,5,完了,0,1,技術サポート,伊藤,4,エクスポート機能がほしい,丁寧に教えてほしい
INQ-202507-00380,2025-07-23 11:04,2025-07-23 17:54,2025-07-24 11:54,メール,クラウド経費,請求,支払方法,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,1,契約プランの変更,急ぎで確認したい
INQ-202507-00381,2025-07-03 10:15,2025-07-03 11:28,2025-07-04 21:28,メール,クラウド経費,請求,請求書,要望,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,2,契約プランの変更,他社にはある機能
INQ-202507-00382,2025-07-07 10:23,2025-07-07 14:24,2025-07-08 16:24,電話,クラウド経費,要望,通知改善,質問,3,低,個人事業主,5,クローズ,5,完了,0,1,技術サポート,高橋,3,エクスポート機能がほしい,急ぎで確認したい
INQ-202507-00383,2025-07-14 14:09,2025-07-14 20:19,2025-07-15 23:19,電話,スマート勤怠,要望,機能追加,質問,3,低,中小,4,解決,4,解決,0,1,品質保証,渡辺,3,ダークモード対応の希望,急ぎで確認したい
INQ-202507-00384,2025-07-24 13:08,2025-07-24 15:27,2025-07-25 22:27,メール,スマート勤怠,使い方,権限設定,要望,1,高,大企業,4,解決,4,解決,0,1,技術サポート,高橋,4,CSVの取込手順が不明,業務効率化のため必要
INQ-202507-00385,2025-07-22 15:05,2025-07-22 19:55,2025-07-23 03:55,電話,スマート勤怠,使い方,データ移行,要望,3,低,中小,4,解決,4,解決,0,1,技術サポート,伊藤,1,CSVの取込手順が不明,他社にはある機能
INQ-202507-00386,2025-07-31 15:51,2025-07-31 20:42,2025-08-01 02:42,メール,クラウド経費,使い方,権限設定,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,4,権限設定について,急ぎで確認したい
INQ-202507-00387,2025-07-30 12:29,2025-07-30 20:28,2025-08-02 04:28,電話,スマート勤怠,不具合,表示崩れ,質問,3,低,大企業,5,クローズ,5,完了,1,0,一次窓口,佐藤,3,画面が真っ白になる,マニュアルの場所を知りたい
INQ-202507-00388,2025-07-11 12:10,2025-07-11 14:12,2025-07-12 14:12,メール,クラウド経費,仕様確認,上限・制限,クレーム,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,田中,1,APIの有無について,説明が分かりにくい
INQ-202507-00389,2025-07-14 10:57,2025-07-14 18:26,2025-07-16 07:26,Web,スマート勤怠,使い方,データ移行,質問,3,低,大企業,4,解決,4,解決,0,0,一次窓口,佐藤,2,権限設定について,急ぎで確認したい
INQ-202508-00390,2025-08-19 17:37,2025-08-19 23:30,2025-08-20 15:30,電話,クラウド経費,使い方,操作方法,質問,3,低,大企業,4,解決,4,解決,0,0,技術サポート,伊藤,4,初期設定の方法を知りたい,急ぎで確認したい
INQ-202508-00391,2025-08-05 09:29,2025-08-05 15:48,2025-08-06 08:48,チャット,クラウド経費,不具合,保存エラー,クレーム,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,画面が真っ白になる,対応が遅い
INQ-202508-00392,2025-08-18 17:24,2025-08-18 23:03,2025-08-19 19:03,電話,スマート勤怠,使い方,データ移行,質問,1,高,個人事業主,5,クローズ,5,完了,0,0,技術サポート,伊藤,2,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202508-00393,2025-08-26 17:57,2025-08-26 18:48,2025-08-29 01:48,チャット,スマート勤怠,仕様確認,API・連携,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,5,同時接続数の上限は,マニュアルの場所を知りたい
INQ-202508-00394,2025-08-14 10:32,2025-08-14 18:21,2025-08-17 08:21,メール,スマート勤怠,使い方,操作方法,障害報告,2,中,中小,5,クローズ,5,完了,1,0,一次窓口,佐藤,3,CSVの取込手順が不明,業務が止まっている
INQ-202508-00395,2025-08-14 11:03,2025-08-14 11:49,2025-08-17 04:49,メール,クラウド経費,不具合,動作が遅い,質問,3,低,中小,4,解決,4,解決,1,0,技術サポート,伊藤,1,ログインできない,急ぎで確認したい
INQ-202508-00396,2025-08-14 16:19,2025-08-14 17:04,2025-08-16 03:04,メール,クラウド経費,仕様確認,セキュリティ,クレーム,3,低,大企業,4,解決,4,解決,0,0,技術サポート,高橋,5,APIの有無について,対応が遅い
INQ-202508-00397,2025-08-01 12:00,2025-08-01 12:49,2025-08-02 05:49,電話,スマート勤怠,仕様確認,セキュリティ,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,技術サポート,伊藤,2,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202508-00398,2025-08-07 16:13,2025-08-07 17:36,2025-08-10 02:36,メール,スマート勤怠,使い方,操作方法,質問,1,高,中小,4,解決,4,解決,0,0,一次窓口,田中,5,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202508-00399,2025-08-08 11:36,2025-08-08 15:05,2025-08-11 06:05,チャット,スマート勤怠,使い方,初期設定,クレーム,3,低,中小,4,解決,4,解決,0,0,技術サポート,伊藤,4,権限設定について,説明が分かりにくい
INQ-202508-00400,2025-08-08 15:33,2025-08-08 21:35,2025-08-11 05:35,電話,クラウド経費,不具合,保存エラー,障害報告,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,1,画面が真っ白になる,至急復旧してほしい
INQ-202508-00401,2025-08-08 13:37,2025-08-08 20:31,2025-08-09 17:31,Web,スマート勤怠,仕様確認,セキュリティ,質問,3,低,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,4,APIの有無について,丁寧に教えてほしい
INQ-202508-00402,2025-08-22 13:11,2025-08-22 15:29,2025-08-24 13:29,電話,クラウド経費,使い方,データ移行,障害報告,2,中,中小,5,クローズ,5,完了,0,1,技術サポート,高橋,4,権限設定について,業務が止まっている
INQ-202508-00403,2025-08-26 09:27,2025-08-26 10:49,2025-08-29 04:49,電話,スマート勤怠,不具合,動作が遅い,質問,2,中,中小,4,解決,4,解決,0,0,一次窓口,鈴木,4,画面が真っ白になる,急ぎで確認したい
INQ-202508-00404,2025-08-27 15:06,2025-08-27 16:31,2025-08-29 06:31,チャット,クラウド経費,要望,機能追加,要望,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,4,ダークモード対応の希望,業務効率化のため必要
INQ-202509-00405,2025-09-04 10:23,2025-09-04 14:46,2025-09-05 12:46,メール,スマート勤怠,請求,プラン変更,障害報告,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,1,契約プランの変更,影響範囲を知りたい
INQ-202509-00406,2025-09-22 11:48,2025-09-22 15:39,2025-09-23 10:39,チャット,スマート勤怠,使い方,データ移行,質問,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,権限設定について,丁寧に教えてほしい
INQ-202509-00407,2025-09-03 12:25,2025-09-03 19:19,2025-09-06 14:19,Web,スマート勤怠,使い方,初期設定,クレーム,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,5,権限設定について,何度も同じ案内をされた
INQ-202509-00408,2025-09-18 16:46,2025-09-18 21:29,2025-09-21 06:29,チャット,クラウド経費,使い方,権限設定,障害報告,1,高,中小,4,解決,4,解決,1,0,一次窓口,鈴木,4,CSVの取込手順が不明,業務が止まっている
INQ-202509-00409,2025-09-29 11:02,2025-09-29 17:34,2025-09-30 14:34,メール,スマート勤怠,仕様確認,上限・制限,質問,2,中,中小,5,クローズ,5,完了,0,1,一次窓口,佐藤,1,APIの有無について,マニュアルの場所を知りたい
INQ-202509-00410,2025-09-09 11:49,2025-09-09 15:43,2025-09-11 06:43,メール,スマート勤怠,不具合,ログイン不可,要望,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,ログインできない,業務効率化のため必要
INQ-202509-00411,2025-09-19 14:57,2025-09-19 19:28,2025-09-21 03:28,Web,クラウド経費,請求,請求書,質問,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,2,請求書の再発行依頼,急ぎで確認したい
INQ-202509-00412,2025-09-15 10:45,2025-09-15 15:36,2025-09-18 10:36,メール,スマート勤怠,使い方,データ移行,要望,2,中,中小,5,クローズ,5,完了,0,1,一次窓口,鈴木,5,権限設定について,他社にはある機能
INQ-202509-00413,2025-09-15 15:31,2025-09-15 17:24,2025-09-18 04:24,チャット,スマート勤怠,使い方,操作方法,質問,3,低,中小,4,解決,4,解決,0,0,一次窓口,鈴木,4,権限設定について,急ぎで確認したい
INQ-202509-00414,2025-09-30 17:38,2025-09-30 17:57,2025-10-01 12:57,チャット,スマート勤怠,不具合,保存エラー,質問,2,中,大企業,4,解決,4,解決,0,0,品質保証,渡辺,2,画面が真っ白になる,急ぎで確認したい
INQ-202509-00415,2025-09-24 13:07,2025-09-24 20:18,2025-09-25 13:18,メール,スマート勤怠,使い方,データ移行,クレーム,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,CSVの取込手順が不明,説明が分かりにくい
INQ-202509-00416,2025-09-22 13:55,2025-09-22 20:16,2025-09-24 08:16,チャット,スマート勤怠,仕様確認,セキュリティ,質問,2,中,個人事業主,5,クローズ,5,完了,0,1,一次窓口,鈴木,4,APIの有無について,丁寧に教えてほしい
INQ-202509-00417,2025-09-19 14:49,2025-09-19 21:18,2025-09-22 10:18,チャット,クラウド経費,使い方,初期設定,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,権限設定について,マニュアルの場所を知りたい
INQ-202509-00418,2025-09-01 11:13,2025-09-01 11:29,2025-09-03 07:29,電話,クラウド経費,要望,UI改善,質問,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,通知の細分化,急ぎで確認したい
INQ-202509-00419,2025-09-09 10:06,2025-09-09 16:16,2025-09-10 00:16,メール,スマート勤怠,使い方,初期設定,質問,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,佐藤,3,初期設定の方法を知りたい,急ぎで確認したい
INQ-202509-00420,2025-09-29 12:24,2025-09-29 14:46,2025-09-29 22:46,Web,クラウド経費,使い方,操作方法,要望,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,初期設定の方法を知りたい,他社にはある機能
INQ-202509-00421,2025-09-01 12:14,2025-09-01 19:32,2025-09-04 12:32,Web,スマート勤怠,不具合,ログイン不可,質問,3,低,中小,5,クローズ,5,完了,1,0,一次窓口,佐藤,3,ログインできない,丁寧に教えてほしい
INQ-202509-00422,2025-09-18 17:58,2025-09-18 20:11,2025-09-20 21:11,メール,スマート勤怠,請求,支払方法,質問,1,高,個人事業主,4,解決,4,解決,0,1,品質保証,渡辺,5,請求書の再発行依頼,マニュアルの場所を知りたい
INQ-202509-00423,2025-09-17 11:10,2025-09-17 15:33,2025-09-19 08:33,チャット,クラウド経費,使い方,データ移行,要望,3,低,個人事業主,4,解決,4,解決,0,1,品質保証,渡辺,5,権限設定について,他社にはある機能
INQ-202509-00424,2025-09-25 15:17,2025-09-25 15:24,2025-09-25 17:24,電話,クラウド経費,使い方,データ移行,障害報告,3,低,大企業,5,クローズ,5,完了,0,1,一次窓口,田中,4,権限設定について,至急復旧してほしい
INQ-202509-00425,2025-09-25 12:05,2025-09-25 15:13,2025-09-27 17:13,チャット,クラウド経費,使い方,初期設定,障害報告,2,中,個人事業主,5,クローズ,5,完了,1,0,一次窓口,佐藤,2,初期設定の方法を知りたい,業務が止まっている
INQ-202509-00426,2025-09-15 12:12,2025-09-15 14:10,2025-09-16 20:10,メール,スマート勤怠,使い方,権限設定,要望,1,高,中小,5,クローズ,5,完了,0,1,技術サポート,伊藤,5,初期設定の方法を知りたい,他社にはある機能
INQ-202509-00427,2025-09-16 17:45,2025-09-17 00:08,2025-09-17 23:08,メール,スマート勤怠,要望,通知改善,質問,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,鈴木,1,エクスポート機能がほしい,丁寧に教えてほしい
INQ-202509-00428,2025-09-09 17:54,2025-09-10 01:31,2025-09-12 12:31,電話,スマート勤怠,仕様確認,上限・制限,要望,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,1,APIの有無について,業務効率化のため必要
INQ-202509-00429,2025-09-02 16:20,2025-09-02 20:00,2025-09-05 17:00,メール,クラウド経費,使い方,データ移行,質問,1,高,中小,4,解決,4,解決,0,0,技術サポート,高橋,4,初期設定の方法を知りたい,急ぎで確認したい
INQ-202509-00430,2025-09-03 16:51,2025-09-03 17:45,2025-09-03 21:45,電話,クラウド経費,要望,UI改善,障害報告,1,高,個人事業主,5,クローズ,5,完了,1,0,一次窓口,田中,4,通知の細分化,至急復旧してほしい
INQ-202509-00431,2025-09-09 11:30,2025-09-09 16:55,2025-09-12 02:55,電話,スマート勤怠,使い方,権限設定,質問,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,初期設定の方法を知りたい,丁寧に教えてほしい
INQ-202509-00432,2025-09-11 17:44,2025-09-11 20:19,2025-09-13 21:19,電話,スマート勤怠,要望,UI改善,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,4,ダークモード対応の希望,丁寧に教えてほしい
INQ-202509-00433,2025-09-26 15:00,2025-09-26 16:00,2025-09-27 06:00,メール,スマート勤怠,不具合,ログイン不可,質問,3,低,個人事業主,5,クローズ,5,完了,1,0,一次窓口,佐藤,1,ログインできない,マニュアルの場所を知りたい
INQ-202509-00434,2025-09-05 14:16,2025-09-05 19:54,2025-09-07 17:54,メール,スマート勤怠,仕様確認,上限・制限,質問,1,高,個人事業主,5,クローズ,5,完了,0,1,一次窓口,佐藤,3,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202510-00435,2025-10-16 11:21,2025-10-16 13:08,2025-10-17 15:08,メール,クラウド経費,不具合,表示崩れ,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,データが保存されない,マニュアルの場所を知りたい
INQ-202510-00436,2025-10-15 14:21,2025-10-15 22:17,2025-10-15 23:17,チャット,クラウド経費,使い方,権限設定,質問,2,中,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,4,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202510-00437,2025-10-07 11:47,2025-10-07 16:36,2025-10-08 07:36,チャット,クラウド経費,請求,プラン変更,質問,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,田中,2,支払方法の確認,マニュアルの場所を知りたい
INQ-202510-00438,2025-10-30 15:02,2025-10-30 16:37,2025-11-01 02:37,Web,スマート勤怠,使い方,操作方法,要望,2,中,中小,4,解決,4,解決,0,0,一次窓口,田中,5,権限設定について,次期アップデートに期待
INQ-202510-00439,2025-10-13 15:56,2025-10-13 23:30,2025-10-14 08:30,電話,クラウド経費,使い方,操作方法,質問,1,高,中小,5,クローズ,5,完了,0,1,一次窓口,鈴木,2,初期設定の方法を知りたい,丁寧に教えてほしい
INQ-202510-00440,2025-10-07 13:44,2025-10-07 16:36,2025-10-09 00:36,メール,クラウド経費,要望,機能追加,障害報告,2,中,中小,5,クローズ,5,完了,1,1,技術サポート,伊藤,1,通知の細分化,影響範囲を知りたい
INQ-202510-00441,2025-10-29 13:46,2025-10-29 17:48,2025-10-30 16:48,電話,スマート勤怠,仕様確認,対応環境,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,APIの有無について,急ぎで確認したい
INQ-202510-00442,2025-10-23 18:30,2025-10-23 21:11,2025-10-26 04:11,電話,スマート勤怠,要望,通知改善,クレーム,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,田中,5,ダークモード対応の希望,説明が分かりにくい
INQ-202510-00443,2025-10-03 10:05,2025-10-03 14:24,2025-10-05 07:24,メール,スマート勤怠,使い方,初期設定,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,3,CSVの取込手順が不明,丁寧に教えてほしい
INQ-202510-00444,2025-10-09 15:22,2025-10-09 18:17,2025-10-10 20:17,Web,スマート勤怠,不具合,ログイン不可,要望,1,高,個人事業主,5,クローズ,5,完了,0,0,一次窓口,田中,4,データが保存されない,他社にはある機能
INQ-202510-00445,2025-10-07 15:08,2025-10-07 22:13,2025-10-08 00:13,Web,クラウド経費,仕様確認,API・連携,質問,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,対応ブラウザを確認したい,急ぎで確認したい
INQ-202510-00446,2025-10-08 11:47,2025-10-08 17:49,2025-10-10 23:49,電話,スマート勤怠,仕様確認,セキュリティ,要望,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,田中,3,APIの有無について,次期アップデートに期待
INQ-202510-00447,2025-10-28 10:47,2025-10-28 11:03,2025-10-28 16:03,電話,クラウド経費,請求,プラン変更,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,契約プランの変更,マニュアルの場所を知りたい
INQ-202510-00448,2025-10-21 16:58,2025-10-21 20:54,2025-10-23 11:54,メール,クラウド経費,要望,機能追加,障害報告,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,2,エクスポート機能がほしい,影響範囲を知りたい
